5,0,5,7.5,5,7.5,5,5,0
5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,10,5,5,5,0
5,0,5,10,5,7.5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
5,0,5,7.5,5,5,5,5,0
5,0,5,7.5,5,5,7.5,5,0
5,0,5,5,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
5,0,5,5,5,7.5,7.5,5,0
7.5,0,5,7.5,5,5,7.5,5,0
5,0,5,5,5,7.5,5,5,0
7.5,0,5,7.5,5,5,7.5,5,0
7.5,0,5,5,5,7.5,5,5,0
5,0,5,5,5,7.5,7.5,5,0
5,0,5,5,5,5,7.5,7.5,0
7.5,0,5,5,5,5,5,5,0
5,0,5,5,10,5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,7.5,5,7.5,7.5,5,0
7.5,0,5,5,5,5,5,5,0
5,0,5,5,10,5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,10,5,5,5,5,0
5,0,5,5,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
5,0,5,5,5,5,5,5,0
5,0,5,5,5,7.5,7.5,5,0
7.5,0,5,5,5,5,5,5,0
5,0,5,10,5,5,5,5,0
7.5,0,5,10,5,5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
5,0,5,7.5,5,5,5,5,0
7.5,0,5,10,5,5,5,5,0
5,0,5,5,5,5,5,5,0
5,0,5,5,5,5,5,5,0
5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,7.5,5,5,7.5,5,0
5,0,5,5,5,5,5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
5,0,5,7.5,5,7.5,7.5,5,0
5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,7.5,10,5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,10,10,5,5,5,0
5,0,5,10,7.5,5,5,5,0
5,0,5,5,5,5,5,5,0
7.5,0,5,7.5,7.5,5,7.5,5,0
5,0,5,5,5,5,5,5,0
5,0,5,7.5,5,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,10,7.5,5,5,5,0
7.5,0,5,10,5,7.5,7.5,5,0
7.5,0,5,5,5,5,5,5,0
5,0,5,7.5,5,5,5,5,0
7.5,0,5,7.5,5,5,7.5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,5,5,5,5,5,0
5,0,5,5,5,7.5,7.5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,10,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
5,0,5,5,5,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,10,5,5,5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,5,5,5,7.5,5,0
5,0,5,10,5,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
5,0,5,7.5,5,5,5,5,0
7.5,0,5,10,7.5,5,7.5,5,0
7.5,0,5,10,10,5,5,5,0
5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,7.5,7.5,7.5,5,5,0
7.5,0,5,10,7.5,5,5,5,0
5,0,5,5,10,5,5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,10,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,10,5,5,5,5,0
5,0,5,10,7.5,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,10,7.5,5,5,5,0
7.5,0,5,7.5,7.5,5,7.5,5,0
5,0,5,10,5,5,5,5,0
5,0,5,5,5,5,5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
5,0,5,10,5,7.5,7.5,5,0
5,0,5,10,5,5,7.5,5,0
7.5,0,5,7.5,5,5,5,5,0
5,0,5,7.5,5,5,5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
5,0,5,5,7.5,5,5,5,0
5,0,5,7.5,7.5,5,5,5,0
5,0,5,7.5,5,5,5,5,0
5,0,5,10,7.5,5,5,5,0
7.5,0,5,10,7.5,5,5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,10,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,10,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
5,0,5,5,5,7.5,5,5,0
7.5,0,5,10,7.5,5,5,5,0
5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,7.5,5,7.5,7.5,5,0
7.5,0,5,10,7.5,5,7.5,5,0
7.5,0,5,5,7.5,5,5,5,0
7.5,0,5,10,5,7.5,7.5,5,0
7.5,0,5,10,5,5,5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,10,7.5,7.5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,7.5,7.5,5,7.5,5,0
5,0,5,10,7.5,5,7.5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
5,0,5,7.5,5,5,5,5,0
5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,10,5,5,7.5,5,0
7.5,0,5,10,7.5,7.5,5,5,0
7.5,0,5,10,7.5,5,5,5,0
7.5,0,5,7.5,5,5,7.5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
5,0,5,10,7.5,5,5,5,0
5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,10,5,7.5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,7.5,7.5,5,7.5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
5,0,5,10,7.5,5,7.5,5,0
7.5,0,5,10,7.5,5,7.5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
5,0,5,7.5,5,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,5,5,10,5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
5,0,5,5,5,7.5,5,5,0
7.5,0,5,7.5,5,5,7.5,5,0
7.5,0,5,5,5,7.5,5,5,0
5,0,5,5,5,10,5,5,0
7.5,0,5,7.5,5,5,7.5,5,0
5,0,5,7.5,5,5,7.5,5,0
7.5,0,5,10,5,5,7.5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
5,0,5,5,5,5,5,5,0
7.5,0,5,5,5,5,7.5,5,0
7.5,0,5,5,5,7.5,5,5,0
5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
5,0,5,10,10,5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,10,5,5,5,5,0
5,0,5,5,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,10,7.5,5,5,5,0
7.5,0,5,10,5,5,5,5,0
7.5,0,5,10,10,7.5,5,5,0
7.5,0,5,10,5,5,5,5,0
7.5,0,5,10,7.5,5,5,5,0
5,0,5,7.5,7.5,5,5,5,0
5,0,5,10,10,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,5,7.5,7.5,5,5,0
5,0,5,5,5,7.5,5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
5,0,5,5,5,7.5,5,5,0
7.5,0,5,10,5,5,7.5,5,0
5,0,5,5,5,5,7.5,5,0
5,0,5,10,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,7.5,5,7.5,5,0
5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
5,0,5,7.5,5,5,7.5,5,0
5,0,5,5,7.5,5,7.5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,10,5,5,7.5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,7.5,10,5,5,5,0
5,0,5,10,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,10,7.5,5,7.5,5,0
7.5,0,5,7.5,10,5,5,5,0
5,0,5,10,7.5,7.5,5,5,0
7.5,0,5,7.5,10,5,5,5,0
7.5,0,5,10,10,5,7.5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
5,0,5,5,5,7.5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
5,0,5,5,5,5,5,5,0
5,0,5,5,5,5,7.5,5,0
5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
5,0,5,5,5,5,5,5,0
7.5,0,5,7.5,7.5,7.5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,7.5,7.5,7.5,7.5,5,0
5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,10,7.5,7.5,7.5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
5,0,5,10,5,5,5,5,0
5,0,5,5,5,5,5,5,0
5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,10,5,7.5,7.5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,10,7.5,5,5,5,0
5,0,5,7.5,7.5,7.5,5,5,0
7.5,0,5,5,5,5,7.5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,10,5,7.5,7.5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,10,10,5,5,5,0
7.5,0,5,10,7.5,7.5,5,5,0
7.5,0,5,10,5,7.5,5,5,0
5,0,5,5,5,5,5,5,0
5,0,5,10,7.5,7.5,10,5,0
5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,5,7.5,5,7.5,5,0
5,0,5,7.5,5,7.5,5,5,0
5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,5,7.5,5,7.5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,7.5,5,7.5,7.5,5,0
5,0,5,7.5,5,5,5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,10,5,5,5,5,0
7.5,0,5,7.5,10,5,5,5,0
5,0,5,5,5,7.5,5,5,0
7.5,0,5,10,7.5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
5,0,5,7.5,5,5,5,5,0
7.5,0,5,10,5,7.5,7.5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,10,7.5,5,5,5,0
7.5,0,5,10,5,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
5,0,5,7.5,5,5,5,5,0
5,0,5,10,10,5,5,5,0
7.5,0,5,10,7.5,5,5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
5,0,5,7.5,10,7.5,5,5,0
7.5,0,5,10,5,7.5,7.5,5,0
7.5,0,5,10,7.5,5,5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
5,0,5,5,5,5,5,5,0
7.5,0,5,10,5,5,7.5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
5,0,5,5,5,7.5,5,5,0
5,0,5,5,5,5,5,5,0
5,0,5,7.5,5,5,5,5,0
5,0,5,10,7.5,5,7.5,5,0
5,0,5,10,7.5,7.5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,7.5,7.5,7.5,5,5,0
7.5,0,5,7.5,7.5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
5,0,5,10,7.5,7.5,7.5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
5,0,5,7.5,5,5,7.5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,10,7.5,5,5,5,0
7.5,0,5,5,5,7.5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
5,0,5,10,7.5,7.5,5,5,0
7.5,0,5,10,7.5,7.5,5,5,0
7.5,0,5,5,5,5,5,5,0
5,0,5,10,5,5,5,5,0
7.5,0,5,7.5,7.5,5,5,5,0
5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,10,5,5,5,0
7.5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
5,0,5,10,7.5,5,5,5,0
7.5,0,5,10,5,5,7.5,5,0
5,0,5,7.5,7.5,5,5,5,0
5,0,5,5,5,7.5,5,5,0
5,0,5,7.5,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
5,0,5,10,5,7.5,5,5,0
5,0,5,5,5,7.5,5,5,0
5,0,5,5,5,7.5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
7.5,0,5,5,5,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
5,0,5,10,7.5,5,5,5,0
5,0,5,10,7.5,7.5,5,5,0
7.5,0,5,7.5,10,5,5,5,0
7.5,0,5,7.5,5,5,5,5,0
5,0,5,7.5,7.5,5,7.5,5,0
7.5,0,5,5,5,5,7.5,5,0
5,0,5,10,5,7.5,5,5,0
5,0,5,10,7.5,5,5,5,0
7.5,0,5,7.5,5,10,5,5,0
7.5,0,5,5,5,5,5,5,0
